state	value*	action*
1 1.00000000 2
2 1.00000000 2
3 1.00000000 2
4 1.00000000 2
5 1.00000000 2
6 1.00000000 2
7 1.00000000 2
8 1.00000000 2
9 1.00000000 2
10 1.00000000 2
11 1.00000000 2
12 1.00000000 2
13 1.00000000 2
14 1.00000000 2
15 1.00000000 2
16 1.00000000 2
17 1.00000000 2
18 1.00000000 2
19 1.00000000 2
20 1.00000000 2
21 1.00000000 2
22 1.00000000 2
23 1.00000000 2
24 1.00000000 2
25 1.00000000 2
26 1.00000000 2
27 1.00000000 2
28 1.00000000 2
29 1.00000000 2
30 1.00000000 2
31 1.00000000 2
32 1.00000000 2
33 1.00000000 2
34 1.00000000 2
35 1.00000000 2
36 1.00000000 2
37 1.00000000 2
38 1.00000000 2
39 1.00000000 2
40 1.00000000 2
41 1.00000000 2
42 1.00000000 2
43 1.00000000 2
44 1.00000000 2
45 1.00000000 2
46 1.00000000 2
47 1.00000000 2
48 1.00000000 2
49 1.00000000 2
50 1.00000000 2
51 1.00000000 2
52 1.00000000 2
53 1.00000000 2
54 1.00000000 2
55 1.00000000 2
56 1.00000000 2
57 1.00000000 2
58 1.00000000 2
59 1.00000000 2
60 1.00000000 2
61 1.00000000 2
62 1.00000000 2
63 1.00000000 2
64 1.00000000 2
65 1.00000000 2
66 1.00000000 2
67 1.00000000 2
68 1.00000000 2
69 1.00000000 2
70 1.00000000 2
71 1.00000000 2
72 1.00000000 2
73 1.00000000 2
74 1.00000000 2
75 1.00000000 2
76 1.00000000 2
77 1.00000000 2
78 1.00000000 2
79 1.00000000 2
80 1.00000000 2
81 1.00000000 2
82 1.00000000 2
83 1.00000000 2
84 1.00000000 2
85 1.00000000 2
86 1.00000000 2
87 1.00000000 2
88 1.00000000 2
89 1.00000000 2
90 1.00000000 2
91 1.00000000 2
92 1.00000000 2
93 1.00000000 2
94 1.00000000 2
95 1.00000000 2
96 1.00000000 2
97 1.00000000 2
98 1.00000000 2
99 1.00000000 2
100 1.00000000 2
101 1.00000000 2
102 1.00000000 2
103 1.00000000 2
104 1.00000000 2
105 1.00000000 2
106 1.00000000 2
107 1.00000000 2
108 1.00000000 2
109 1.00000000 2
110 1.00000000 2
111 1.00000000 2
112 1.00000000 2
113 1.00000000 2
114 1.00000000 2
115 1.00000000 2
116 1.00000000 2
117 1.00000000 2
118 1.00000000 2
119 1.00000000 2
120 1.00000000 2
121 1.00000000 2
122 1.00000000 2
123 1.00000000 2
124 1.00000000 2
125 1.00000000 2
126 1.00000000 2
127 1.00000000 2
128 1.00000000 2
129 1.00000000 2
130 1.00000000 2
131 1.00000000 2
132 1.00000000 2
133 1.00000000 2
134 1.00000000 2
135 1.00000000 2
136 1.00000000 2
